,Location,Scale,npn_social_docs_score
Capital_City_Downtown_Plan_May_27_2010.txt,Cities,Municipal,0.7493176460266113
9832-A1704188_EED_AnnualReport2016_V6c_Sept14_WEB.txt,Cities,Municipal,0.7215356826782227
Change_for_Climate-Edmonton_Declaration_Brief.txt,Cities,Municipal,0.9878288507461548
C532.txt,Cities,Municipal,0.8404139280319214
160114essc1212pres.txt,Cities,Municipal,0.9936994314193726
Paper9-pcc-brief-disaster-mangement-emergency-preparedness.txt,Cities,Municipal,0.999103844165802
