,Location,Scale,mobility_docs_score
160114essc1212.txt,Cities,Municipal,0.7427826523780823
C532.txt,Cities,Municipal,0.5175464153289795
080923cow3.txt,Cities,Municipal,0.9730278849601746
160114essc1212pres.txt,Cities,Municipal,0.9930705428123474
