,Location,Scale,npn_mobility7_docs_score
921e-TransformTO-Centre-for-Social-Innovation-TransformTO-Event-Summary-Report-2016.txt,Cities,Municipal,0.9317184686660767
8f1b-CSISalon-Summary.txt,Cities,Municipal,0.9287771582603455
greenest-city-2020-action-plan-2015-2020.txt,Cities,Municipal,0.8507070541381836
ActionPlanSupplement.txt,Cities,Municipal,0.8715712428092957
rr1.txt,Cities,Municipal,0.8248279690742493
